Provincia,Partido,Localidad,ADSL,CABLEMODEM,DIAL UP,FIBRA OPTICA,OTROS,SATELITAL,WIRELESS,Total general
SANTIAGO DEL ESTERO,Alberdi,Coronel Manuel L. Rico,0,0,0,0,0,1,0,1
SANTIAGO DEL ESTERO,Alberdi,Donadeu,1,0,0,1,0,0,0,2
SANTIAGO DEL ESTERO,Alberdi,Sachayoj,0,0,0,203,0,4,0,207
SANTIAGO DEL ESTERO,Alberdi,Santos Lugares,0,0,0,11,57,0,5,73
SANTIAGO DEL ESTERO,Atamisqui,Estación Atamisqui,1,0,0,1,0,1,0,3
SANTIAGO DEL ESTERO,Atamisqui,Medellín,0,0,0,2,0,1,29,32
SANTIAGO DEL ESTERO,Atamisqui,Villa Atamisqui,1,0,0,1,0,2,45,49
SANTIAGO DEL ESTERO,Avellaneda,Colonia Dora,73,10,0,0,0,2,5,90
SANTIAGO DEL ESTERO,Avellaneda,Herrera,0,3,0,0,100,1,0,104
SANTIAGO DEL ESTERO,Avellaneda,Icaño,0,3,0,0,0,1,79,83
SANTIAGO DEL ESTERO,Avellaneda,Lugones,0,2,0,0,0,1,0,3
SANTIAGO DEL ESTERO,Avellaneda,Real Sayana,0,2,0,0,0,0,0,2
SANTIAGO DEL ESTERO,Avellaneda,Villa Mailín,0,0,0,0,0,1,1,2
SANTIAGO DEL ESTERO,Banda,Clodomira,0,0,0,3,5,1,417,426
SANTIAGO DEL ESTERO,Banda,La Banda,27,48,0,1261,0,4,367,1707
SANTIAGO DEL ESTERO,Banda,Los Quiroga,0,0,0,0,0,1,45,46
SANTIAGO DEL ESTERO,Banda,Simbolar,0,0,0,0,0,1,0,1
SANTIAGO DEL ESTERO,Banda,Abra Grande,1,0,0,0,0,0,0,1
SANTIAGO DEL ESTERO,Banda,Chaupi Pozo,0,0,0,1,0,0,0,1
SANTIAGO DEL ESTERO,Belgrano,Bandera,0,429,0,3,0,3,69,504
SANTIAGO DEL ESTERO,Belgrano,Cuatro Bocas,0,0,0,0,0,1,97,98
SANTIAGO DEL ESTERO,Belgrano,Fortín Inca,0,0,0,0,0,1,111,112
SANTIAGO DEL ESTERO,Belgrano,Guardia Escolta,5,4,0,0,0,1,13,23
SANTIAGO DEL ESTERO,Capital,El Mojón,0,0,0,0,0,1,3,4
SANTIAGO DEL ESTERO,Capital,El Zanjón,0,0,0,0,0,1,96,97
SANTIAGO DEL ESTERO,Capital,San Pedro,0,0,0,0,250,0,4,254
SANTIAGO DEL ESTERO,Capital,Santa María,1,0,0,0,0,0,4,5
SANTIAGO DEL ESTERO,Capital,Santiago del Estero,6794,77801,2,8597,1,5,1707,94907
SANTIAGO DEL ESTERO,Capital,Los Cardozos,0,0,0,2,0,0,3,5
SANTIAGO DEL ESTERO,Capital,Yanda,0,0,0,0,0,0,38,38
SANTIAGO DEL ESTERO,Capital,Maco,0,0,0,0,0,0,78,78
SANTIAGO DEL ESTERO,Capital,Maquito,0,0,0,0,0,1,43,44
SANTIAGO DEL ESTERO,Capital,Morales,0,0,0,0,0,0,3,3
SANTIAGO DEL ESTERO,Capital,Vuelta de la Barranca,0,0,0,0,0,0,4,4
SANTIAGO DEL ESTERO,Capital,Puesto de San Antonio,0,0,0,0,0,1,0,1
SANTIAGO DEL ESTERO,Choya,Choya,53,0,0,3,0,3,0,59
SANTIAGO DEL ESTERO,Choya,Estación La Punta,478,0,0,0,0,0,0,478
SANTIAGO DEL ESTERO,Choya,Frías,1975,58,0,2390,0,2,782,5207
SANTIAGO DEL ESTERO,Choya,Laprida,0,0,0,3,0,0,5,8
SANTIAGO DEL ESTERO,Choya,Tapso,0,0,0,1,0,0,71,72
SANTIAGO DEL ESTERO,Choya,Villa La Punta,0,0,0,4,0,1,5,10
SANTIAGO DEL ESTERO,Copo,El Caburé,0,0,0,0,20,0,100,120
SANTIAGO DEL ESTERO,Copo,La Firmeza,0,0,0,0,0,0,20,20
SANTIAGO DEL ESTERO,Copo,Los Pirpintos,0,0,0,200,0,1,0,201
SANTIAGO DEL ESTERO,Copo,Los Tigres,0,0,0,0,80,0,50,130
SANTIAGO DEL ESTERO,Copo,Monte Quemado,0,0,0,243,2,6,0,251
SANTIAGO DEL ESTERO,Copo,Nueva Esperanza,0,0,0,0,0,1,50,51
SANTIAGO DEL ESTERO,Copo,Pampa de los Guanacos,0,0,0,203,0,3,0,206
SANTIAGO DEL ESTERO,Copo,San José del Boquerón,0,0,0,0,120,0,5,125
SANTIAGO DEL ESTERO,Copo,Urutaú,0,0,0,0,0,0,30,30
SANTIAGO DEL ESTERO,Figueroa,Bandera Bajada,0,0,0,3,0,0,5,8
SANTIAGO DEL ESTERO,Figueroa,Caspi Corral,1,0,0,0,0,0,5,6
SANTIAGO DEL ESTERO,Figueroa,La Cañada,0,0,0,4,0,1,45,50
SANTIAGO DEL ESTERO,Figueroa,Vaca Huañuna,0,0,0,0,0,0,3,3
SANTIAGO DEL ESTERO,Figueroa,Villa Figueroa,0,0,0,1,0,0,3,4
SANTIAGO DEL ESTERO,Figueroa,La Invernada,1,0,0,2,0,0,1,4
SANTIAGO DEL ESTERO,General Taboada,Añatuya,192,752,0,1327,200,4,365,2840
SANTIAGO DEL ESTERO,General Taboada,Averías,0,0,0,0,0,0,4,4
SANTIAGO DEL ESTERO,General Taboada,Estación Tacañitas,0,0,0,2,0,1,3,6
SANTIAGO DEL ESTERO,General Taboada,Los Juríes,0,153,0,4,0,1,0,158
SANTIAGO DEL ESTERO,General Taboada,Tomás Young,0,43,0,0,0,0,2,45
SANTIAGO DEL ESTERO,Guasayán,Lavalle,1,0,0,0,200,2,1,204
SANTIAGO DEL ESTERO,Guasayán,San Pedro,1,0,0,0,0,0,2,3
SANTIAGO DEL ESTERO,Jiménez,El Arenal,0,0,0,0,72,1,0,73
SANTIAGO DEL ESTERO,Jiménez,El Bobadal,0,0,0,0,5,1,0,6
SANTIAGO DEL ESTERO,Jiménez,El Charco,0,0,0,3,30,0,0,33
SANTIAGO DEL ESTERO,Jiménez,Gramilla,0,0,0,1,48,0,0,49
SANTIAGO DEL ESTERO,Jiménez,Isca Yacu,0,0,0,0,7,0,0,7
SANTIAGO DEL ESTERO,Jiménez,Pozo Hondo,0,0,0,3,181,3,0,187
SANTIAGO DEL ESTERO,Juan F. Ibarra,El Colorado,0,0,0,0,20,1,0,21
SANTIAGO DEL ESTERO,Juan F. Ibarra,El Cuadrado,0,0,0,0,0,1,121,122
SANTIAGO DEL ESTERO,Juan F. Ibarra,Matará,0,0,0,3,0,1,20,24
SANTIAGO DEL ESTERO,Juan F. Ibarra,Suncho Corral,243,0,0,0,0,2,73,318
SANTIAGO DEL ESTERO,Juan F. Ibarra,Vilelas,1,0,0,0,0,1,2,4
SANTIAGO DEL ESTERO,Loreto,Villa San Martín (Est. Loreto),0,0,0,0,0,1,341,342
SANTIAGO DEL ESTERO,Mitre,Villa Unión,0,3,0,0,0,1,0,4
SANTIAGO DEL ESTERO,Moreno,Aerolito,1,0,0,0,25,2,0,28
SANTIAGO DEL ESTERO,Moreno,Alhuampa,1,0,0,1,20,1,0,23
SANTIAGO DEL ESTERO,Moreno,Hasse,1,0,0,0,15,0,0,16
SANTIAGO DEL ESTERO,Moreno,Pueblo Pablo Torelo (Est. Otumpa),1,0,0,1,50,0,0,52
SANTIAGO DEL ESTERO,Moreno,Quimilí,382,661,0,0,250,6,8,1307
SANTIAGO DEL ESTERO,Moreno,Roversi,1,0,0,0,15,1,0,17
SANTIAGO DEL ESTERO,Moreno,Tintina,0,0,0,149,0,3,0,152
SANTIAGO DEL ESTERO,Moreno,Weisburd,0,0,0,0,0,0,32,32
SANTIAGO DEL ESTERO,Moreno,Hernán Mejía Miraval,1,0,0,0,0,0,0,1
SANTIAGO DEL ESTERO,Moreno,Patay,1,0,0,0,0,1,0,2
SANTIAGO DEL ESTERO,Moreno,Las Tinajas,0,0,0,0,0,2,0,2
SANTIAGO DEL ESTERO,Ojo de Agua,OTROS,0,0,0,0,0,4,0,4
SANTIAGO DEL ESTERO,Ojo de Agua,Sol de Julio,0,0,0,0,0,2,39,41
SANTIAGO DEL ESTERO,Ojo de Agua,Villa Ojo de Agua,0,0,0,4,333,0,62,399
SANTIAGO DEL ESTERO,OTROS,OTROS,0,0,0,0,310,0,0,310
SANTIAGO DEL ESTERO,Pellegrini,El Mojón,0,0,0,0,20,0,4,24
SANTIAGO DEL ESTERO,Pellegrini,Las Delicias,0,0,0,0,38,0,3,41
SANTIAGO DEL ESTERO,Pellegrini,Nueva Esperanza,0,0,0,3,134,1,10,148
SANTIAGO DEL ESTERO,Pellegrini,Rapelli,1,0,0,2,13,0,0,16
SANTIAGO DEL ESTERO,Pellegrini,Santo Domingo,0,0,0,0,60,0,5,65
SANTIAGO DEL ESTERO,Quebrachos,Sumampa,0,147,0,0,0,1,45,193
SANTIAGO DEL ESTERO,Quebrachos,Sumampa Viejo,0,0,0,0,0,0,18,18
SANTIAGO DEL ESTERO,Quebrachos,Ramírez de Velazco,1,0,0,0,0,0,0,1
SANTIAGO DEL ESTERO,Río Hondo,Chañar Pozo de Abajo,0,0,0,0,3,0,0,3
SANTIAGO DEL ESTERO,Río Hondo,Chauchillas,0,0,0,0,2,1,0,3
SANTIAGO DEL ESTERO,Río Hondo,Colonia Tinco,0,0,0,0,4,1,0,5
SANTIAGO DEL ESTERO,Río Hondo,El Charco,0,0,0,0,0,1,0,1
SANTIAGO DEL ESTERO,Río Hondo,Gramilla,0,0,0,0,0,1,73,74
SANTIAGO DEL ESTERO,Río Hondo,Los Núñez,0,0,0,1,7,0,0,8
SANTIAGO DEL ESTERO,Río Hondo,Mansupa,0,0,0,0,2,0,0,2
SANTIAGO DEL ESTERO,Río Hondo,Pozuelos,0,0,0,0,0,1,0,1
SANTIAGO DEL ESTERO,Río Hondo,Termas de Río Hondo,2433,0,0,3,80,1,377,2894
SANTIAGO DEL ESTERO,Río Hondo,Villa Río Hondo,0,0,0,0,10,0,0,10
SANTIAGO DEL ESTERO,Rivadavia,Colonia Alpina,0,50,0,0,0,1,45,96
SANTIAGO DEL ESTERO,Rivadavia,Palo Negro,0,0,0,0,0,0,8,8
SANTIAGO DEL ESTERO,Rivadavia,Selva,0,557,0,452,0,2,256,1267
SANTIAGO DEL ESTERO,Robles,Beltrán,151,0,0,0,0,1,70,222
SANTIAGO DEL ESTERO,Robles,Colonia El Simbolar,0,0,0,0,0,2,42,44
SANTIAGO DEL ESTERO,Robles,Fernández,737,0,0,2,0,1,108,848
SANTIAGO DEL ESTERO,Robles,Ingeniero Forres (Est. Chaguar Punco),0,0,0,1,0,1,96,98
SANTIAGO DEL ESTERO,Robles,Vilmer,0,0,0,1,0,1,0,2
SANTIAGO DEL ESTERO,Salavina,Chilca Juliana,0,0,0,2,0,1,1,4
SANTIAGO DEL ESTERO,Salavina,Los Telares,0,0,0,2,0,1,0,3
SANTIAGO DEL ESTERO,Salavina,Villa Salavina,0,0,0,0,0,1,1,2
SANTIAGO DEL ESTERO,San Martín,Brea Pozo,0,0,0,0,0,1,73,74
SANTIAGO DEL ESTERO,San Martín,Estación Robles,0,0,0,0,0,1,0,1
SANTIAGO DEL ESTERO,San Martín,Estación Taboada,0,0,0,0,0,1,3,4
SANTIAGO DEL ESTERO,Sarmiento,Garza,0,0,0,0,0,1,0,1
SANTIAGO DEL ESTERO,Silípica,Nueva Francia,1,0,0,0,0,1,31,33
SANTIAGO DEL ESTERO,Silípica,Árraga,1,0,0,2,0,1,83,87
SANTIAGO DEL ESTERO,Silípica,Simbol,1,0,0,0,0,0,1,2
TIERRA DEL FUEGO,Río Grande,Río Grande,8102,19558,137,397,138,15,3,28350
TIERRA DEL FUEGO,Río Grande,Tolhuin,281,0,0,2,0,1,45,329
TIERRA DEL FUEGO,Ushuaia,Laguna Escondida,0,0,0,0,0,2,0,2
TIERRA DEL FUEGO,Ushuaia,Ushuaia,4371,21735,175,4,178,4,109,26576
TIERRA DEL FUEGO,ANTARTIDA ARGENTINA,Base Orcadas,0,0,0,0,0,1,0,1
TIERRA DEL FUEGO,ANTARTIDA ARGENTINA,Base Belgrano Ii,0,0,0,1,0,0,0,1
TIERRA DEL FUEGO,ANTARTIDA ARGENTINA,Base San Martin,0,0,0,1,0,0,0,1
TUCUMAN,Burruyacú,7 de Abril,0,0,0,0,0,3,3,6
TUCUMAN,Burruyacú,OTROS,0,0,0,0,0,1,0,1
TUCUMAN,Burruyacú,Villa Burruyacú,0,0,0,12,0,3,3,18
TUCUMAN,Burruyacú,Garmendia,0,0,0,0,0,0,3,3
TUCUMAN,Burruyacú,Piedrabuena,0,0,0,0,0,0,3,3
TUCUMAN,Capital,San Miguel de Tucumán (Est. Tucumán),46392,19632,30,129584,338,15,504,196495
TUCUMAN,Chicligasta,Arcadia,19,0,0,0,0,0,0,19
TUCUMAN,Chicligasta,Concepción,3343,75,0,2480,0,0,23,5921
TUCUMAN,Chicligasta,La Trinidad,5,0,0,0,0,0,0,5
TUCUMAN,Cruz Alta,Alderetes,0,8,0,2970,5,0,0,2983
TUCUMAN,Cruz Alta,Banda del Río Salí,0,74,0,2625,14,0,96,2809
TUCUMAN,Cruz Alta,La Florida,1,0,0,0,0,2,10,13
TUCUMAN,Cruz Alta,Pacará,0,0,0,0,0,0,2,2
TUCUMAN,Cruz Alta,Ranchillos,0,0,0,0,0,0,1,1
TUCUMAN,Cruz Alta,San Andrés,438,0,0,2,0,0,0,440
TUCUMAN,Cruz Alta,El Bracho,0,0,0,0,0,0,10,10
TUCUMAN,Cruz Alta,Delfín Gallo,0,0,0,0,0,0,10,10
TUCUMAN,Cruz Alta,Los Ralos,0,0,0,0,0,0,10,10
TUCUMAN,Cruz Alta,Las Cejas,0,0,0,0,0,3,0,3
TUCUMAN,Famaillá,Famaillá,1199,0,0,117,0,1,80,1397
TUCUMAN,Graneros,Graneros,0,0,0,0,0,3,15,18
TUCUMAN,Graneros,Lamadrid,0,0,0,4,0,2,21,27
TUCUMAN,Graneros,Taco Ralo,0,0,0,0,0,0,36,36
TUCUMAN,Juan Bautista Alberdi,Juan Bautista Alberdi,1683,0,0,0,0,1,0,1684
TUCUMAN,La Cocha,La Cocha,339,0,0,0,0,4,4,347
TUCUMAN,La Cocha,San José de La Cocha,0,0,0,0,0,2,1,3
TUCUMAN,Leales,Bella Vista,1299,0,0,95,4,0,55,1453
TUCUMAN,Leales,Manuel García Fernández,42,0,0,0,0,0,0,42
TUCUMAN,Leales,Pala Pala,0,0,0,0,0,1,15,16
TUCUMAN,Leales,Río Colorado,0,0,0,0,0,0,85,85
TUCUMAN,Leales,Santa Rosa de Leales,0,0,0,0,0,0,30,30
TUCUMAN,Leales,Villa de Leales,0,0,0,0,0,0,30,30
TUCUMAN,Leales,Villa Fiad - Ingenio Leales,0,0,0,0,0,0,15,15
TUCUMAN,Lules,El Manantial,0,5,0,2526,1,0,29,2561
TUCUMAN,Lules,Ingenio San Pablo,757,0,0,193,0,0,187,1137
TUCUMAN,Lules,La Reducción,379,0,0,0,0,0,0,379
TUCUMAN,Lules,Lules,1934,2,0,726,3,0,415,3080
TUCUMAN,Monteros,Acheral,13,0,0,145,0,0,11,169
TUCUMAN,Monteros,Monteros,1806,0,0,20,0,0,226,2052
TUCUMAN,Monteros,Pueblo Independencia,4,0,0,0,0,0,0,4
TUCUMAN,Monteros,Río Seco,13,0,0,6,0,0,330,349
TUCUMAN,Monteros,Santa Lucía,2,0,0,0,0,0,13,15
TUCUMAN,Monteros,Villa Quinteros,13,0,0,0,0,0,391,404
TUCUMAN,Monteros,Capitán Cáceres,0,0,0,0,0,0,40,40
TUCUMAN,Monteros,Sargento Moya,0,0,0,0,0,0,29,29
TUCUMAN,Monteros,Teniente Berdina,0,0,0,0,0,0,26,26
TUCUMAN,OTROS,OTROS,0,0,0,0,9,0,0,9
TUCUMAN,Río Chico,Aguilares,2446,0,0,0,0,0,93,2539
TUCUMAN,Río Chico,Los Sarmientos,41,0,0,0,0,0,0,41
TUCUMAN,Río Chico,Santa Ana,2,0,0,0,0,0,0,2
TUCUMAN,Simoca,Simoca,0,0,0,0,0,0,71,71
TUCUMAN,Simoca,Atahona,0,0,0,0,0,0,15,15
TUCUMAN,Simoca,Monteagudo,0,0,0,0,0,0,17,17
TUCUMAN,Simoca,Nueva Trinidad,0,0,0,0,0,0,68,68
TUCUMAN,Simoca,Villa Chicligasta,0,0,0,0,0,0,221,221
TUCUMAN,Tafí del Valle,Amaicha del Valle,0,0,0,419,0,1,138,558
TUCUMAN,Tafí del Valle,Colalao del Valle,0,0,0,0,0,0,56,56
TUCUMAN,Tafí del Valle,El Mollar,0,0,0,0,0,1,11,12
TUCUMAN,Tafí del Valle,Tafí del Valle,158,0,0,0,1,1,98,258
TUCUMAN,Tafí Viejo,Barrio Lomas de Tafí,301,0,0,0,0,0,0,301
TUCUMAN,Tafí Viejo,Barrio Mutual San Martín,22,0,0,0,0,0,0,22
TUCUMAN,Tafí Viejo,Tafí Viejo,5036,632,0,7283,11,0,8,12970
TUCUMAN,Tafí Viejo,Diagonal Norte - Luz y Fuerza - Los Pocitos - Villa Nueva Italia (6),0,0,0,373,0,0,0,373
TUCUMAN,Tafí Viejo,Villa Mariano Moreno - El Colmenar,0,31,0,3733,0,0,0,3764
TUCUMAN,Trancas,San Pedro de Colalao,0,0,0,0,0,0,313,313
TUCUMAN,Trancas,Villa  de Trancas,126,0,0,0,33,0,101,260
TUCUMAN,Yerba Buena,Villa Carmela,1499,0,0,0,1,0,97,1597
TUCUMAN,Yerba Buena,Yerba Buena - Marcos Paz,129,209,0,15404,33,0,0,15775
